komoditas,kategori,level,tanggal,harga
Cabai Rawit Merah,Cabai Rawit,varian,2025-12-30 00:00:00,37000
Cabai Rawit Merah,Cabai Rawit,varian,2025-12-31 00:00:00,31750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-01 00:00:00,31750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-02 00:00:00,37500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-05 00:00:00,31500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-06 00:00:00,30000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-07 00:00:00,28750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-08 00:00:00,27500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-09 00:00:00,28750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-12 00:00:00,26250
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-13 00:00:00,27500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-14 00:00:00,26250
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-15 00:00:00,25000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-16 00:00:00,25000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-19 00:00:00,25750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-20 00:00:00,27500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-21 00:00:00,27500
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-22 00:00:00,30000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-23 00:00:00,30000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-26 00:00:00,30000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-27 00:00:00,30000
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-28 00:00:00,31250
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-29 00:00:00,36750
Cabai Rawit Merah,Cabai Rawit,varian,2026-01-30 00:00:00,40000
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-02 00:00:00,40000
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-03 00:00:00,48250
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-04 00:00:00,50750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-05 00:00:00,58250
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-06 00:00:00,55750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-09 00:00:00,58250
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-10 00:00:00,55000
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-11 00:00:00,53750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-12 00:00:00,57500
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-13 00:00:00,57500
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-16 00:00:00,57500
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-17 00:00:00,57500
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-18 00:00:00,61000
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-19 00:00:00,62250
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-20 00:00:00,67500
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-23 00:00:00,64750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-24 00:00:00,52750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-25 00:00:00,47000
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-26 00:00:00,38750
Cabai Rawit Merah,Cabai Rawit,varian,2026-02-27 00:00:00,43500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-02 00:00:00,45500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-03 00:00:00,49500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-04 00:00:00,45250
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-05 00:00:00,55750
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-06 00:00:00,54500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-09 00:00:00,52500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-10 00:00:00,55250
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-11 00:00:00,58000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-12 00:00:00,61000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-13 00:00:00,58750
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-16 00:00:00,72500
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-17 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-18 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-19 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-20 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-23 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-24 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-25 00:00:00,85000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-26 00:00:00,80000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-27 00:00:00,72000
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-30 00:00:00,96250
Cabai Rawit Merah,Cabai Rawit,varian,2026-03-31 00:00:00,112500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-01 00:00:00,112500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-02 00:00:00,100000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-03 00:00:00,100000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-06 00:00:00,77250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-07 00:00:00,82000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-08 00:00:00,90750
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-09 00:00:00,82000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-10 00:00:00,77750
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-13 00:00:00,63500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-14 00:00:00,63250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-15 00:00:00,62000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-16 00:00:00,57500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-17 00:00:00,45250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-20 00:00:00,54250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-21 00:00:00,54250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-22 00:00:00,43750
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-23 00:00:00,35250
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-24 00:00:00,38750
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-27 00:00:00,37500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-28 00:00:00,37500
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-29 00:00:00,36000
Cabai Rawit Merah,Cabai Rawit,varian,2026-04-30 00:00:00,39750
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-01 00:00:00,39750
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-04 00:00:00,36250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-05 00:00:00,36250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-06 00:00:00,35000
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-07 00:00:00,35250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-08 00:00:00,35000
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-11 00:00:00,36500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-12 00:00:00,36500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-13 00:00:00,35500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-14 00:00:00,35500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-15 00:00:00,35500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-18 00:00:00,41250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-19 00:00:00,48250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-20 00:00:00,56500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-21 00:00:00,58250
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-22 00:00:00,58500
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-25 00:00:00,70750
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-26 00:00:00,67000
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-27 00:00:00,67000
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-28 00:00:00,67000
Cabai Rawit Merah,Cabai Rawit,varian,2026-05-29 00:00:00,107500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-01 00:00:00,107500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-02 00:00:00,71250
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-03 00:00:00,72500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-04 00:00:00,72500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-05 00:00:00,107500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-08 00:00:00,97500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-09 00:00:00,92500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-10 00:00:00,117500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-11 00:00:00,110000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-12 00:00:00,101250
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-15 00:00:00,100000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-16 00:00:00,100000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-17 00:00:00,105000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-18 00:00:00,105000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-19 00:00:00,87500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-22 00:00:00,76250
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-23 00:00:00,78750
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-24 00:00:00,76250
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-25 00:00:00,77500
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-26 00:00:00,73750
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-29 00:00:00,75000
Cabai Rawit Merah,Cabai Rawit,varian,2026-06-30 00:00:00,77500
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-01 00:00:00,73750
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-02 00:00:00,68750
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-03 00:00:00,60000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-06 00:00:00,62250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-07 00:00:00,60000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-08 00:00:00,60000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-09 00:00:00,57750
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-10 00:00:00,48750
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-13 00:00:00,44500
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-14 00:00:00,42250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-15 00:00:00,37500
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-16 00:00:00,37500
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-17 00:00:00,40000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-20 00:00:00,38750
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-21 00:00:00,36250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-22 00:00:00,33250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-23 00:00:00,37250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-24 00:00:00,35000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-27 00:00:00,34250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-28 00:00:00,32500
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-29 00:00:00,31000
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-30 00:00:00,38250
Cabai Rawit Merah,Cabai Rawit,varian,2026-07-31 00:00:00,38250
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-03 00:00:00,40750
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-04 00:00:00,45750
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-05 00:00:00,46000
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-06 00:00:00,46250
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-07 00:00:00,44500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-10 00:00:00,49500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-11 00:00:00,52500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-12 00:00:00,59500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-13 00:00:00,61250
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-14 00:00:00,62500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-17 00:00:00,62500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-18 00:00:00,95000
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-19 00:00:00,93750
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-20 00:00:00,95000
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-21 00:00:00,87500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-24 00:00:00,105000
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-25 00:00:00,105000
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-26 00:00:00,107500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-27 00:00:00,107500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-28 00:00:00,102500
Cabai Rawit Merah,Cabai Rawit,varian,2026-08-31 00:00:00,137500
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-01 00:00:00,130000
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-02 00:00:00,115000
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-03 00:00:00,115000
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-04 00:00:00,112500
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-07 00:00:00,165000
Cabai Rawit Merah,Cabai Rawit,varian,2026-09-08 00:00:00,165000
Daging Ayam,Daging Ayam,kategori,2025-01-01 00:00:00,43000
Daging Ayam,Daging Ayam,kategori,2025-01-02 00:00:00,43000
Daging Ayam,Daging Ayam,kategori,2025-01-03 00:00:00,43000
Daging Ayam,Daging Ayam,kategori,2025-01-06 00:00:00,43750
Daging Ayam,Daging Ayam,kategori,2025-01-07 00:00:00,44000
Daging Ayam,Daging Ayam,kategori,2025-01-08 00:00:00,44000
Daging Ayam,Daging Ayam,kategori,2025-01-09 00:00:00,43500
Daging Ayam,Daging Ayam,kategori,2025-01-10 00:00:00,43500
Daging Ayam,Daging Ayam,kategori,2025-01-13 00:00:00,43500
Daging Ayam,Daging Ayam,kategori,2025-01-14 00:00:00,43500
Daging Ayam,Daging Ayam,kategori,2025-01-15 00:00:00,43000
Daging Ayam,Daging Ayam,kategori,2025-01-16 00:00:00,43000
Daging Ayam,Daging Ayam,kategori,2025-01-17 00:00:00,42250
Daging Ayam,Daging Ayam,kategori,2025-01-20 00:00:00,42250
Daging Ayam,Daging Ayam,kategori,2025-01-21 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-22 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-23 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-24 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-27 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-28 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-29 00:00:00,42000
Daging Ayam,Daging Ayam,kategori,2025-01-30 00:00:00,39750
Daging Ayam,Daging Ayam,kategori,2025-01-31 00:00:00,39750
Daging Ayam,Daging Ayam,kategori,2025-02-03 00:00:00,39750
Daging Ayam,Daging Ayam,kategori,2025-02-04 00:00:00,39000
Daging Ayam,Daging Ayam,kategori,2025-02-05 00:00:00,39000
Daging Ayam,Daging Ayam,kategori,2025-02-06 00:00:00,39000
Daging Ayam,Daging Ayam,kategori,2025-02-07 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-02-10 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-02-11 00:00:00,36750
Daging Ayam,Daging Ayam,kategori,2025-02-12 00:00:00,36750
Daging Ayam,Daging Ayam,kategori,2025-02-13 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-02-14 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-02-17 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-02-18 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-02-19 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-20 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-21 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-24 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-25 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-26 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-27 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-02-28 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-03-03 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-04 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-05 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-06 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-07 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-10 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-11 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-12 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-13 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-14 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-17 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-18 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-03-19 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-03-20 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-03-21 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-03-24 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-25 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-26 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-27 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-28 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-03-31 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-01 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-02 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-03 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-04 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-07 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-08 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-09 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-10 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-11 00:00:00,38750
Daging Ayam,Daging Ayam,kategori,2025-04-14 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-15 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-16 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-17 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-18 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-21 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-22 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-23 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-24 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-25 00:00:00,39250
Daging Ayam,Daging Ayam,kategori,2025-04-28 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-04-29 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-04-30 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-01 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-02 00:00:00,39000
Daging Ayam,Daging Ayam,kategori,2025-05-05 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-06 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-07 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-08 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-09 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-12 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-13 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-14 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-15 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-16 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-19 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-20 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-21 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-05-22 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-23 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-26 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-27 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-28 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-29 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-05-30 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-02 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-03 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-04 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-05 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-06 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-09 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-10 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-11 00:00:00,37000
Daging Ayam,Daging Ayam,kategori,2025-06-12 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-13 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-16 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-17 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-18 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-19 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-20 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-23 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-24 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-25 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-26 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-27 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-06-30 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-07-01 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-07-02 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-07-03 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-04 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-07 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-08 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-09 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-10 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-11 00:00:00,37500
Daging Ayam,Daging Ayam,kategori,2025-07-14 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-07-15 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-07-16 00:00:00,38000
Daging Ayam,Daging Ayam,kategori,2025-07-17 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-18 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-21 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-22 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-23 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-24 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-25 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-28 00:00:00,38500
Daging Ayam,Daging Ayam,kategori,2025-07-29 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-07-30 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-07-31 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-08-01 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-08-04 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-08-05 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-06 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-07 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-08 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-11 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-12 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-13 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-14 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-15 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-18 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-19 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-20 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-21 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-22 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-25 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-26 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-27 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-28 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-08-29 00:00:00,37250
Daging Ayam,Daging Ayam,kategori,2025-09-01 00:00:00,36750
Daging Ayam,Daging Ayam,kategori,2025-09-02 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-03 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-04 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-05 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-08 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-09 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-10 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-11 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-12 00:00:00,36500
Daging Ayam,Daging Ayam,kategori,2025-09-15 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-09-16 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-09-17 00:00:00,37750
Daging Ayam,Daging Ayam,kategori,2025-09-18 00:00:00,37750
